name,incomingEdges
"[Modification of Bodleian, Ms. Auct. F.1.14]",3.0
"[Modification of Bodleian, Ms Digby 44]",3.0
"[Modification of Bodleian, G.Pamph.2589]",3.0
"[Modification of Bodleian, G.Pamph.2376]",3.0
"[Modification of Bodleian, G.Pamph.1670]",3.0
"[Modification of Bodleian, G.Pamph.1670]",3.0
"[Modification of Bodleian, G.Pamph.1670]",3.0
"[Modification of Bodleian, G.Pamph.1670]",3.0
"[Modification of Bodleian, C 8 22 Line?]",3.0
"[Modification of Bodleian, C 8 22 Line?]",3.0
"[Modification of Bodleian, C 8 22 Line?]",3.0
"[Modification of Bodleian, C 8 22 Line?]",3.0
"[Modification of Bodleian, C 8 22 Line?]",3.0
"[Modification of Bodleian, Bliss B4]",3.0
"[Modification of Bodleian, Arch.B.c.4]",3.0
"[Modification of Bodleian, Arch.B.c.4]",3.0
"[Modification of Bodleian, Arch A f 134]",3.0
"[Modification of Bodleian, Arch A f 134]",3.0
"[Modification of Bodleian, Arch A f 134]",3.0
"[Modification of Bodleian, Arch A f 134]",3.0
"[Modification of Bodleian, AA 106 Art]",3.0
"[Modification of Bodleian, AA 106 Art]",3.0
"[Modification of Bodleian, AA 106 Art]",3.0
"[Modification of Bodleian, AA 106 Art]",3.0
"[Modification of Bodleian, AA 106 Art]",3.0
"[Modification of Bodleian, 23197 d1]",3.0
"[Modification of Bodleian, 23197 d1]",3.0
"[Modification of Bodleian, 23197 d1]",3.0
"[Lining (technique)-production (Bodleian, Bliss B4)]",3.0
"[Lining (technique)-production (Bodleian, 6062)]",3.0
"[Lining (technique)-production (Bodleian, 6062)]",3.0
"[Left-section (Bodleian, Vet.Al.d.39)]",3.0
"[Left-section (Bodleian, C 8 22 Line?)]",3.0
"[Left-section (Bodleian, Arch A f 134)]",3.0
"[Left endleaves (Bodleian, Vet.256e.15182)]",3.0
"[Left endleaves (Bodleian, Ms.BOM.187)]",3.0
"[Left endleaves (Bodleian, AA 106 Art)]",3.0
"[Left boards outside (Bodleian, Arch A f 134)]",3.0
"[Left boards joints (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Left board (Bodleian, Vet.Al.d.39)]",3.0
"[Left board (Bodleian, Vet.256e.15182)]",3.0
"[Left board (Bodleian, Ms.Douce.88)]",3.0
"[Left board (Bodleian, Ms.BOM.187)]",3.0
"[Left board (Bodleian, Ms. Clas. Dep. C.43)]",3.0
"[Left board (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Left board (Bodleian, Ms Digby 44)]",3.0
"[Left board (Bodleian, G.Pamph.2589)]",3.0
"[Left board (Bodleian, Bliss B4)]",3.0
"[Left board (Bodleian, Arch A f 134)]",3.0
"[Left board (Bodleian, AA 106 Art)]",3.0
"[Left board (Bodleian, 8vo S 188 Art)]",3.0
"[Lacing in-production (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Lacing in-production (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Infill (Bodleian, Arch.B.c.4)]",3.0
"[Infill (Bodleian, Arch.B.c.4)]",3.0
"[Infill (Bodleian, Arch.B.c.4)]",3.0
"[Head endband (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Head endband (Bodleian, G.Pamph.2589)]",3.0
"[Head endband (Bodleian, C 8 22 Line?)]",3.0
"[Head endband (Bodleian, Arch.B.c.4)]",3.0
"[Head endband (Bodleian, 23197 d1)]",3.0
"[End-of-spine support bands (Bodleian, Arch.F.b.3)]",3.0
"[Enclosure (Bodleian, Ms Digby 44)]",3.0
"[Covering material-place (Bodleian, AA 106 Art)]",3.0
"[Covering material (Bodleian, Ms Digby 44)]",3.0
"[Covering material (Bodleian, Arch.B.c.4)]",3.0
"[Covering material (Bodleian, Arch A f 134)]",3.0
"[Corners first few leaves last few leaves (Bodleian, 6062)]",3.0
"[Corners first few leaves last few leaves (Bodleian, 6062)]",3.0
"[Corner plates (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Core (endband) (Bodleian, MS. e Mus. 65)]",3.0
"[Core (endband) (Bodleian, MS. e Mus. 65)]",3.0
"[Core (endband) (Bodleian, Arch.B.c.4)]",3.0
"[Core (endband) (Bodleian, Arch.B.c.4)]",3.0
"[Conservation assessment (Bodleian, Vet.Al.d.39)]",3.0
"[Conservation assessment (Bodleian, Vet.256e.15182)]",3.0
"[Conservation assessment (Bodleian, Ms.Douce.88)]",3.0
"[Conservation assessment (Bodleian, Ms.BOM.187)]",3.0
"[Conservation assessment (Bodleian, Ms.Add.A.105)]",3.0
"[Conservation assessment (Bodleian, Ms. Clas. Dep. C.43)]",3.0
"[Conservation assessment (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Conservation assessment (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Conservation assessment (Bodleian, Ms Digby 44)]",3.0
"[Conservation assessment (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Conservation assessment (Bodleian, G.Pamph.2589)]",3.0
"[Conservation assessment (Bodleian, G.Pamph.2376)]",3.0
"[Conservation assessment (Bodleian, G.Pamph.1670)]",3.0
"[Conservation assessment (Bodleian, Dance E 44)]",3.0
"[Conservation assessment (Bodleian, C 8 22 Line?)]",3.0
"[Conservation assessment (Bodleian, Arch.F.b.3)]",3.0
"[Conservation assessment (Bodleian, Arch.B.c.4)]",3.0
"[Conservation assessment (Bodleian, Arch A f 134)]",3.0
"[Conservation assessment (Bodleian, AA 106 Art)]",3.0
"[Conservation assessment (Bodleian, 8vo S 188 Art)]",3.0
"[Conservation assessment (Bodleian, 23197 d1)]",3.0
"[Bosses (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Bookbinding (Bodleian, Vet.256e.15182)]",3.0
"[Bookbinding (Bodleian, Ms.Douce.88)]",3.0
"[Bookbinding (Bodleian, Ms.Add.A.105)]",3.0
"[Bookbinding (Bodleian, Ms. Auct. F.1.14)]",3.0
"[Bookbinding (Bodleian, Ms. Auct. D.4.17)]",3.0
"[Bookbinding (Bodleian, Ms Digby 44)]",3.0
"[Bookbinding (Bodleian, MS. e Mus. 65)]",3.0
"[Bookbinding (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Bookbinding (Bodleian, G.Pamph.1670)]",3.0
"[Bookbinding (Bodleian, C 8 22 Line?)]",3.0
"[Bookbinding (Bodleian, Arch.F.b.3)]",3.0
"[Bookbinding (Bodleian, 8vo S 188 Art)]",3.0
"[Bookbinding (Bodleian, 23197 d1)]",3.0
"[Boards right centre (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Boards left centre (Bodleian, Inc.d.f2.1494.2)]",3.0
"[Adhesive layer, spine (Bodleian, Ms.BOM.187)]",3.0
"[Addition to Bodleian, Vet.Al.d.39]",3.0
"[Addition to Bodleian, Vet.Al.d.39]",3.0
"[Addition to Bodleian, Vet.256e.15182]",3.0
"[Addition to Bodleian, Vet.256e.15182]",3.0
"[Addition to Bodleian, MS. e Mus. 65]",3.0
"[Addition to Bodleian, MS. e Mus. 65]",3.0
"[Addition to Bodleian, Inc.d.f2.1494.2]",3.0
"[Addition to Bodleian, Inc.d.f2.1494.2]",3.0
"[Addition to Bodleian, G.Pamph.2589]",3.0
"[Addition to Bodleian, G.Pamph.2589]",3.0
"[Addition to Bodleian, G.Pamph.2589]",3.0
"[Addition to Bodleian, G.Pamph.2376]",3.0
"[Addition to Bodleian, G.Pamph.2376]",3.0
"[Addition to Bodleian, Dance E 44]",3.0
"[Addition to Bodleian, Dance E 44]",3.0
"[Addition to Bodleian, Dance E 44]",3.0
"[Addition to Bodleian, Dance E 44]",3.0
"[Addition to Bodleian, Dance E 44]",3.0
"[Addition to Bodleian, C 8 22 Line?]",3.0
"[Addition to Bodleian, C 8 22 Line?]",3.0
"[Addition to Bodleian, Arch.B.c.4]",3.0
"[Addition to Bodleian, Arch.B.c.4]",3.0
"[Addition to Bodleian, Arch A f 134]",3.0
"[Addition to Bodleian, Arch A f 134]",3.0
"[Addition to Bodleian, Arch A f 134]",3.0
"[Addition to Bodleian, Arch A f 134]",3.0
"[Addition to Bodleian, AA 106 Art]",3.0
"[Addition to Bodleian, AA 106 Art]",3.0
"[Addition to Bodleian, AA 106 Art]",3.0
"[Addition to Bodleian, AA 106 Art]",3.0
"[Addition to Bodleian, 6062]",3.0
"[Addition to Bodleian, 6062]",3.0
null,2.0
[hydroxypropyl cellulose],2.0
"[Tube hollow (Bodleian, Ms.Douce.88)]",2.0
"[Tie-downs (Bodleian, Vet.Al.d.39)]",2.0
"[Tie-downs (Bodleian, Vet.Al.d.39)]",2.0
"[Textblock production (Bodleian, Vet.256e.15182)]",2.0
"[Textblock production (Bodleian, Ms.Douce.88)]",2.0
"[Textblock production (Bodleian, Ms.BOM.187)]",2.0
"[Textblock production (Bodleian, Ms.Add.A.105)]",2.0
"[Textblock production (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Textblock production (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Textblock production (Bodleian, Ms Digby 44)]",2.0
"[Textblock production (Bodleian, MS. e Mus. 65)]",2.0
"[Textblock production (Bodleian, Inc.d.f2.1494.2)]",2.0
"[Textblock production (Bodleian, G.Pamph.1670)]",2.0
"[Textblock production (Bodleian, C 8 22 Line?)]",2.0
"[Textblock production (Bodleian, Arch.F.b.3)]",2.0
"[Textblock production (Bodleian, Arch.B.c.4)]",2.0
"[Textblock production (Bodleian, Arch A f 134)]",2.0
"[Textblock production (Bodleian, AA 106 Art)]",2.0
"[Textblock production (Bodleian, 8vo S 188 Art)]",2.0
"[Textblock production (Bodleian, 23197 d1)]",2.0
"[Textblock (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Textblock (Bodleian, G.Pamph.2589)]",2.0
"[Textblock (Bodleian, G.Pamph.2376)]",2.0
"[Textblock (Bodleian, Dance E 44)]",2.0
"[Tail turn-in (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail spine (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail sewing supports (Bodleian, C 8 22 Line?)]",2.0
"[Tail endbands (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail endband (Bodleian, Ms Digby 44)]",2.0
"[Tail endband (Bodleian, MS. e Mus. 65)]",2.0
"[Tail endband (Bodleian, G.Pamph.2376)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Vet.Al.d.39)]",2.0
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Tail corners (Bodleian, MS. e Mus. 65)]",2.0
"[Tail corners (Bodleian, MS. e Mus. 65)]",2.0
"[Tail corners (Bodleian, MS. e Mus. 65)]",2.0
"[Tail corners (Bodleian, MS. e Mus. 65)]",2.0
"[Tail corners (Bodleian, G.Pamph.1670)]",2.0
"[Tail corners (Bodleian, G.Pamph.1670)]",2.0
"[Tail corners (Bodleian, G.Pamph.1670)]",2.0
"[Tail corners (Bodleian, G.Pamph.1670)]",2.0
"[Tail corners (Bodleian, C 8 22 Line?)]",2.0
"[Tail corners (Bodleian, C 8 22 Line?)]",2.0
"[Tail corners (Bodleian, C 8 22 Line?)]",2.0
"[Tail corners (Bodleian, C 8 22 Line?)]",2.0
"[Tail corners (Bodleian, Arch.F.b.3)]",2.0
"[Straps (Bodleian, Inc.d.f2.1494.2)]",2.0
"[Splitting (Bodleian, G.Pamph.1670)]",2.0
"[Spine-section (Bodleian, Ms.Douce.88)]",2.0
"[Spine-section (Bodleian, G.Pamph.2376)]",2.0
"[Spine-section (Bodleian, Bliss B4)]",2.0
"[Spine-section (Bodleian, Arch A f 134)]",2.0
"[Spine-section (Bodleian, 8vo S 188 Art)]",2.0
"[Spine-section (Bodleian, 6062)]",2.0
"[Spine panels tail (Bodleian, Vet.Al.d.39)]",2.0
"[Spine panels tail (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Spine panels tail (Bodleian, 8vo S 188 Art)]",2.0
"[Spine panels head (Bodleian, Vet.Al.d.39)]",2.0
"[Spine panels head (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Spine panels head (Bodleian, 8vo S 188 Art)]",2.0
"[Spine middle (Bodleian, C 8 22 Line?)]",2.0
"[Spine lining (Bodleian, G.Pamph.2589)]",2.0
"[Spine lining (Bodleian, G.Pamph.2376)]",2.0
"[Spine lining (Bodleian, Dance E 44)]",2.0
"[Spine lining (Bodleian, Bliss B4)]",2.0
"[Spine lining (Bodleian, Arch.F.b.3)]",2.0
"[Spine lining (Bodleian, Arch.B.c.4)]",2.0
"[Spine lining (Bodleian, Arch.B.c.4)]",2.0
"[Spine fold verso (Bodleian, Arch.B.c.4)]",2.0
"[Spine flyleaves (Bodleian, Arch A f 134)]",2.0
"[Spine flyleaves (Bodleian, Arch A f 134)]",2.0
"[Spine flyleaves (Bodleian, Arch A f 134)]",2.0
"[Spine flyleaves (Bodleian, Arch A f 134)]",2.0
"[Spine edges (Bodleian, Arch.B.c.4)]",2.0
"[Spine edges (Bodleian, Arch.B.c.4)]",2.0
[Solution],2.0
[Solution],2.0
[Solution],2.0
[Solution],2.0
[Solution],2.0
"[Sewing-productionfront bead (Bodleian, Ms.BOM.187)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms.BOM.187)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms.BOM.187)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms.BOM.187)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Sewing-productionfront bead (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Sewing supports (Bodleian, Ms.Douce.88)]",2.0
"[Sewing supports (Bodleian, Ms.Add.A.105)]",2.0
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Sewing supports (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Sewing supports (Bodleian, Inc.d.f2.1494.2)]",2.0
"[Sewing supports (Bodleian, Dance E 44)]",2.0
"[Sewing supports (Bodleian, Dance E 44)]",2.0
"[Sewing supports (Bodleian, Dance E 44)]",2.0
"[Sewing supports (Bodleian, Dance E 44)]",2.0
"[Sewing structure (Bodleian, Ms.Add.A.105)]",2.0
"[Sewing structure (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Sewing structure (Bodleian, MS. e Mus. 65)]",2.0
"[Sewing structure (Bodleian, G.Pamph.1670)]",2.0
"[Sewing structure (Bodleian, Bliss B4)]",2.0
"[Sewing structure (Bodleian, Arch.F.b.3)]",2.0
"[Secondary sewing (endband techniques) (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Rolling-production (Bodleian, AA 106 Art)]",2.0
"[Rolling-production (Bodleian, AA 106 Art)]",2.0
"[Right-section (Bodleian, Ms.Douce.88)]",2.0
"[Right-section (Bodleian, Ms.BOM.187)]",2.0
"[Right joints (Bodleian, Ms.Add.A.105)]",2.0
"[Right joints (Bodleian, Ms.Add.A.105)]",2.0
"[Right joints (Bodleian, Ms Digby 44)]",2.0
"[Right joints (Bodleian, Arch.B.c.4)]",2.0
"[Right joints (Bodleian, Arch.B.c.4)]",2.0
"[Right joints (Bodleian, Arch.B.c.4)]",2.0
"[Right endleaves (Bodleian, Vet.Al.d.39)]",2.0
"[Right endleaves (Bodleian, Ms.Douce.88)]",2.0
"[Right endleaves (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Right endleaves (Bodleian, MS. e Mus. 65)]",2.0
"[Right endleaves (Bodleian, Arch.B.c.4)]",2.0
"[Right endleaves (Bodleian, 23197 d1)]",2.0
"[Right board (Bodleian, Ms.BOM.187)]",2.0
"[Right board (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Right board (Bodleian, Arch.F.b.3)]",2.0
"[Right board (Bodleian, 8vo S 188 Art)]",2.0
"[Removal from Bodleian, Vet.256e.15182]",2.0
"[Removal from Bodleian, Vet.256e.15182]",2.0
"[Removal from Bodleian, Ms. Auct. D.4.17]",2.0
"[Removal from Bodleian, Ms Digby 44]",2.0
"[Removal from Bodleian, MS. e Mus. 65]",2.0
"[Removal from Bodleian, MS. e Mus. 65]",2.0
"[Removal from Bodleian, G.Pamph.2589]",2.0
"[Removal from Bodleian, G.Pamph.2376]",2.0
"[Removal from Bodleian, G.Pamph.1670]",2.0
"[Removal from Bodleian, G.Pamph.1670]",2.0
"[Removal from Bodleian, Arch.F.b.3]",2.0
"[Removal from Bodleian, Arch.F.b.3]",2.0
"[Removal from Bodleian, Arch.F.b.3]",2.0
"[Removal from Bodleian, AA 106 Art]",2.0
"[Removal from Bodleian, AA 106 Art]",2.0
"[Removal from Bodleian, 8vo S 188 Art]",2.0
"[Primary sewing (endband techniques) (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Previous repairs (Bodleian, Vet.Al.d.39)]",2.0
"[Previous repairs (Bodleian, Ms.BOM.187)]",2.0
"[Previous repair (Bodleian, Vet.Al.d.39)]",2.0
"[Previous repair (Bodleian, Ms.Douce.88)]",2.0
"[Previous repair (Bodleian, Ms.BOM.187)]",2.0
"[Previous repair (Bodleian, Inc.d.f2.1494.2)]",2.0
"[Previous repair (Bodleian, C 8 22 Line?)]",2.0
"[Previous repair (Bodleian, Arch.F.b.3)]",2.0
"[Previous repair (Bodleian, Arch.B.c.4)]",2.0
"[Previous repair (Bodleian, Arch A f 134)]",2.0
"[Previous repair (Bodleian, AA 106 Art)]",2.0
"[Pinning-production (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",2.0
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",2.0
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",2.0
"[Pastedowns-place (Bodleian, Arch.F.b.3)]",2.0
"[Pastedowns (Bodleian, Ms Digby 44)]",2.0
"[Pastedowns (Bodleian, Ms Digby 44)]",2.0
"[Outside boards (Bodleian, MS. e Mus. 65)]",2.0
"[Outside boards (Bodleian, MS. e Mus. 65)]",2.0
"[Outer joints (Bodleian, G.Pamph.1670)]",2.0
"[One on, one off-production (Bodleian, Bliss B4)]",2.0
"[Modification of Bodleian, Vet.Al.d.39]",2.0
"[Modification of Bodleian, Vet.256e.15182]",2.0
"[Modification of Bodleian, Vet.256e.15182]",2.0
"[Modification of Bodleian, Vet.256e.15182]",2.0
"[Modification of Bodleian, Ms.Douce.88]",2.0
"[Modification of Bodleian, Ms.Douce.88]",2.0
"[Modification of Bodleian, Ms.BOM.187]",2.0
"[Modification of Bodleian, Ms.BOM.187]",2.0
"[Modification of Bodleian, Ms.Add.A.105]",2.0
"[Modification of Bodleian, Ms.Add.A.105]",2.0
"[Modification of Bodleian, Ms.Add.A.105]",2.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",2.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",2.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",2.0
"[Modification of Bodleian, Ms. Clas. Dep. C.43]",2.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",2.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",2.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",2.0
"[Modification of Bodleian, Ms. Auct. D.4.17]",2.0
"[Modification of Bodleian, Ms Digby 44]",2.0
"[Modification of Bodleian, Ms Digby 44]",2.0
"[Modification of Bodleian, MS. e Mus. 65]",2.0
"[Modification of Bodleian, MS. e Mus. 65]",2.0
"[Modification of Bodleian, Inc.d.f2.1494.2]",2.0
"[Modification of Bodleian, G.Pamph.2589]",2.0
"[Modification of Bodleian, G.Pamph.2589]",2.0
"[Modification of Bodleian, G.Pamph.2589]",2.0
"[Modification of Bodleian, G.Pamph.2589]",2.0
"[Modification of Bodleian, G.Pamph.2376]",2.0
"[Modification of Bodleian, G.Pamph.1670]",2.0
"[Modification of Bodleian, Dance E 44]",2.0
"[Modification of Bodleian, C 8 22 Line?]",2.0
"[Modification of Bodleian, C 8 22 Line?]",2.0
"[Modification of Bodleian, C 8 22 Line?]",2.0
"[Modification of Bodleian, Bliss B4]",2.0
"[Modification of Bodleian, Arch.F.b.3]",2.0
"[Modification of Bodleian, Arch.B.c.4]",2.0
"[Modification of Bodleian, Arch.B.c.4]",2.0
"[Modification of Bodleian, Arch.B.c.4]",2.0
"[Modification of Bodleian, AA 106 Art]",2.0
"[Modification of Bodleian, AA 106 Art]",2.0
"[Modification of Bodleian, AA 106 Art]",2.0
"[Modification of Bodleian, AA 106 Art]",2.0
"[Modification of Bodleian, AA 106 Art]",2.0
"[Modification of Bodleian, 8vo S 188 Art]",2.0
"[Modification of Bodleian, 8vo S 188 Art]",2.0
"[Modification of Bodleian, 8vo S 188 Art]",2.0
"[Modification of Bodleian, 8vo S 188 Art]",2.0
"[Modification of Bodleian, 6062]",2.0
"[Modification of Bodleian, 6062]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Modification of Bodleian, 23197 d1]",2.0
"[Left-section (Bodleian, Ms.Douce.88)]",2.0
"[Left-section (Bodleian, Ms.BOM.187)]",2.0
"[Left-section (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Left joints (Bodleian, Vet.Al.d.39)]",2.0
"[Left joints (Bodleian, Ms.BOM.187)]",2.0
"[Left joints (Bodleian, Ms.BOM.187)]",2.0
"[Left joints (Bodleian, Ms.Add.A.105)]",2.0
"[Left joints (Bodleian, Ms.Add.A.105)]",2.0
"[Left joints (Bodleian, Ms Digby 44)]",2.0
"[Left joints (Bodleian, C 8 22 Line?)]",2.0
"[Left joints (Bodleian, Arch.B.c.4)]",2.0
"[Left endleaves (Bodleian, Vet.Al.d.39)]",2.0
"[Left endleaves (Bodleian, Ms.Douce.88)]",2.0
"[Left endleaves (Bodleian, Ms. Clas. Dep. C.43)]",2.0
"[Left endleaves (Bodleian, MS. e Mus. 65)]",2.0
"[Left endleaves (Bodleian, Arch.B.c.4)]",2.0
"[Left endleaves (Bodleian, Arch.B.c.4)]",2.0
"[Left endleaves (Bodleian, 23197 d1)]",2.0
"[Left board (Bodleian, Arch.F.b.3)]",2.0
"[Joints right (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Joints left (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Joints left (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Inside boards (Bodleian, MS. e Mus. 65)]",2.0
"[Inside boards (Bodleian, MS. e Mus. 65)]",2.0
"[Insect damage (Bodleian, Arch.B.c.4)]",2.0
"[Insect damage (Bodleian, Arch.B.c.4)]",2.0
"[Inner joints (Bodleian, G.Pamph.1670)]",2.0
"[Head turn-in (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head spine (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head sewing supports (Bodleian, C 8 22 Line?)]",2.0
"[Head endbands (Bodleian, Ms. Auct. D.4.17)]",2.0
"[Head endband (Bodleian, Ms Digby 44)]",2.0
"[Head endband (Bodleian, MS. e Mus. 65)]",2.0
"[Head endband (Bodleian, G.Pamph.2376)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Vet.Al.d.39)]",2.0
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head corners (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Head corners (Bodleian, MS. e Mus. 65)]",2.0
"[Head corners (Bodleian, MS. e Mus. 65)]",2.0
"[Head corners (Bodleian, MS. e Mus. 65)]",2.0
"[Head corners (Bodleian, MS. e Mus. 65)]",2.0
"[Head corners (Bodleian, G.Pamph.1670)]",2.0
"[Head corners (Bodleian, G.Pamph.1670)]",2.0
"[Head corners (Bodleian, G.Pamph.1670)]",2.0
"[Head corners (Bodleian, G.Pamph.1670)]",2.0
"[Head corners (Bodleian, C 8 22 Line?)]",2.0
"[Head corners (Bodleian, C 8 22 Line?)]",2.0
"[Head corners (Bodleian, C 8 22 Line?)]",2.0
"[Head corners (Bodleian, C 8 22 Line?)]",2.0
"[Head corners (Bodleian, Arch.F.b.3)]",2.0
"[Head caps (Bodleian, Arch.B.c.4)]",2.0
"[Grain layer (Bodleian, Arch.B.c.4)]",2.0
"[Gold tooling (Bodleian, Ms.BOM.187)]",2.0
"[Gold tooling (Bodleian, Arch.B.c.4)]",2.0
"[Folding in half-production (Bodleian, Dance E 44)]",2.0
"[Folding in half-production (Bodleian, Dance E 44)]",2.0
"[Folding in half-production (Bodleian, Dance E 44)]",2.0
"[Folding in half-production (Bodleian, Dance E 44)]",2.0
"[Flyleaves (Bodleian, Ms Digby 44)]",2.0
"[Flyleaves (Bodleian, Ms Digby 44)]",2.0
"[Flyleaves (Bodleian, G.Pamph.1670)]",2.0
"[Flyleaves (Bodleian, Bliss B4)]",2.0
"[First few quires last few quires (Bodleian, MS. e Mus. 65)]",2.0
"[Endband sewing (Bodleian, Vet.Al.d.39)]",2.0
"[Endband sewing (Bodleian, Vet.Al.d.39)]",2.0
"[Enclosure (Bodleian, Ms.BOM.187)]",2.0
"[Edges spine (Bodleian, MS. e Mus. 65)]",2.0
"[Edges spine (Bodleian, MS. e Mus. 65)]",2.0
"[Edges spine (Bodleian, MS. e Mus. 65)]",2.0
"[Edges spine (Bodleian, MS. e Mus. 65)]",2.0
"[Dyeing-productionvat
                                                (dyeing) (Bodleian, Arch.B.c.4)]",2.0
"[Dyeing-productionvat
                                                (dyeing) (Bodleian, Arch.B.c.4)]",2.0
"[Detached (Bodleian, C 8 22 Line?)]",2.0
"[Detached (Bodleian, C 8 22 Line?)]",2.0
"[Covering material (Bodleian, Ms. Auct. F.1.14)]",2.0
"[Cover (Bodleian, MS. e Mus. 65)]",2.0
"[Corners tail (Bodleian, Vet.Al.d.39)]",2.0
"[Corners tail (Bodleian, Vet.Al.d.39)]",2.0
"[Corners tail (Bodleian, Ms.Add.A.105)]",2.0
"[Corners tail (Bodleian, Inc.d.f2.1494.2)]",2.0
"[Corners tail (Bodleian, G.Pamph.2376)]",2.0
"[Corners tail (Bodleian, G.Pamph.2376)]",2.0
"[Corners tail (Bodleian, G.Pamph.2376)]",2.0
"[Corners tail (Bodleian, G.Pamph.2376)]",2.0
"[Corners tail (Bodleian, C 8 22 Line?)]",2.0
